 연번 , 구분 , 호선 , 화장실명(역명) , 소재지도로명주소 , 소재지지번주소 , 남녀공용화장실여부 , 남성용-대변기수 , 남성용-소변기수 , 남성용-장애인용대변기수 , 남성용-장애인용소변기수 , 남성용-어린이용대변기수 , 남성용-어린이용소변기수 , 여성용-대변기수 , 여성용-장애인용대변기수 , 여성용-어린이용대변기수 , 관리기관명 , 전화번호 , 개방시간 , 화장실 상세위치 ,화장실 상세위치(게이트 내외부), 위도 , 경도 , 화장실소유구분 , 화장실설치장소유형 , 오물처리방식 , 비상벨 설치유무 , 화장실입구cctv설치유무 , 기저귀교환대설치유무-남자화장실 , 기저귀교환대설치유무-남자장애인화장실 , 기저귀교환대설치유무-여자화장실 , 기저귀교환대설치유무-여자장애인화장실 , 리모델링년월 ,데이터기준일자
136, 공중화장실 ,4,사당(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,3,4,1,,,,6,1,, 서울교통공사 ,02-6110-4331,05:00~24:00,(지하1층 총신대측),외부,37.47759121,126.9816985, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,Y,2009,2023-08-14
137, 공중화장실 ,4,사당(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,4,7,1,,,,12,1,, 서울교통공사 ,02-6110-4331,05:00~24:00,(지하1층 남태령측),외부,37.47759121,126.9816985, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,Y,2009,2023-08-14
138, 공중화장실 ,4,사당(4),서울특별시 동작구 사당동 588-4 사당역(4호선),서울특별시 동작구 사당동 5,N,4,5,1,,,,9,1,, 서울교통공사 ,02-6110-4331,05:00~24:00,(지하2층 환승통로),내부,37.47759121,126.9816985, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,Y,Y,Y,2020,2023-08-14
139, 공중화장실 ,4, 남태령 ,서울특별시 서초구 방배동 2909 남태령역,서울특별시 서초구 방배동 2,N,3,5,1,1,,,3,1,, 서울교통공사 ,02-6110-4341,05:00~24:00,(지하2층 역무실 옆),내부,37.588021,127.005797, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
140, 공중화장실 ,5, 방화 ,서울특별시 강서구 방화동 829-15 방화역,서울특별시 강서구 방화동 8,N,3,4,1,,1,,7,1,1, 서울교통공사 ,02-6311-5101,05:00~24:00,"대합실 1층 3,4번출구방향 앞",외부,37.577622,126.810637, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
141, 공중화장실 ,5, 개화산 ,서울특별시 강서구 방화동 846 개화산역,서울특별시 강서구 방화동 8,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6311-5111,05:00~24:00,대합실 지하1층 하선E/L 옆,외부,37.572455,126.80465, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
142, 공중화장실 ,5,김포공항(5),서울특별시 강서구 방화동 886 김포공항역,서울특별시 강서구 방화동 8,N,1,2,,,,,2,,, 서울교통공사 ,02-6311-5121,05:00~24:00,"대합실 1층, 1번출구 옆(지하철경찰센터 옆)",외부,37.56209982,126.8012568, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
143, 공중화장실 ,5,김포공항(5),서울특별시 강서구 방화동 886 김포공항역,서울특별시 강서구 방화동 8,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-5121,05:00~24:00,"대합실 2층,1번출구 아래(국내선 연결통로 방면)",외부,37.56209982,126.8012568, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
144, 공중화장실 ,5, 송정 ,서울특별시 강서구 공항동 29-5 송정역,서울특별시 강서구 공항동 2,N,2,4,1,,,,8,1,, 서울교통공사 ,02-6311-5131,05:00~24:00,대합실 2층 ES 1호기 앞,외부,36.344485,126.875648, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
145, 공중화장실 ,5, 마곡 ,서울특별시 강서구 가양동 530-6 마곡역,서울특별시 강서구 가양동 5,N,2,5,1,,,,7,1,, 서울교통공사 ,02-6311-5141,05:00~24:00,지하1층 대합실 2번출구 하단,외부,37.561084,126.823603, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
146, 공중화장실 ,5, 발산 ,서울특별시 강서구 가양동 967-3 발산역,서울특별시 강서구 가양동 9,N,3,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-5151,05:00~24:00,"대합실 1층 1, 9번 출구 사이",외부,37.55867774,126.8377364, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
147, 공중화장실 ,5, 우장산 ,서울특별시 강서구 화곡동 1089-3 우장산역,서울특별시 강서구 화곡동 1,N,3,3,1,,,,6,1,, 서울교통공사 ,02-6311-5161,05:00~24:00,지하1층 대합실 2번출구 앞,외부,37.54881619,126.8363263, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
148, 공중화장실 ,5, 화곡 ,서울특별시 강서구 화곡동 1089-54 화곡역,서울특별시 강서구 화곡동 1,N,4,7,1,,,,11,1,, 서울교통공사 ,02-6311-5171,05:00~24:00,"대합실 1층 7,8번 출구 앞",외부,37.541578,126.838247, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
149, 공중화장실 ,5,까치산(5),서울특별시 강서구 화곡동 662-5 까치산역(5호선),서울특별시 강서구 화곡동 6,N,7,8,1,,,,16,1,1, 서울교통공사 ,02-6311-5181,05:00~24:00,"대합실(지하1층) 3,4번 출구 앞",외부,37.531768,126.844517, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
150, 공중화장실 ,5, 신정 ,서울특별시 양천구 신정동 1090 신정역,서울특별시 양천구 신정동 1,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-5191,05:00~24:00,"2,3번 출구 지하 (가)대합실 운임지역 내",외부,37.524977,126.853975, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
151, 공중화장실 ,5, 목동 ,서울특별시 양천구 목동 926-3 목동역,서울특별시 양천구 목동 92,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-5201,05:00~24:00,대합실 지하1층 7번출구 옆,외부,37.526072,126.862112, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,N,2008이전,2023-08-14
152, 공중화장실 ,5, 오목교 ,서울특별시 양천구 목동 406-30 오목교역,서울특별시 양천구 목동 40,N,2,6,1,,,,5,1,, 서울교통공사 ,02-6311-5211,05:00~24:00,대합실 B1층 3번 출구 방향 임대상가 옆,외부,37.524553,126.872861, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
153, 공중화장실 ,5,양평(5),서울특별시 영등포구 양평동2가 33-79 양평역,서울특별시 영등포구 양평동2,N,3,4,1,,,,8,1,, 서울교통공사 ,02-6311-5221,05:00~24:00,b1층 고객상담실 옆. 운임지역내,내부,37.509109,127.049088, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
154, 공중화장실 ,5,영등포구청(5),서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),서울특별시 영등포구 당산동3,N,3,3,1,,,,8,1,, 서울교통공사 ,02-6311-5231,05:00~24:00,대합실 지하1층 7번출구 방면,외부,37.526714,126.893067, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2011,2023-08-14
155, 공중화장실 ,5, 영등포시장 ,서울특별시 영등포구 영등포동5가 62-1 영등포시장역, 서울특별시 영등포구 영등포동 ,N,4,4,1,,1,,9,1,1, 서울교통공사 ,02-6311-5241,05:00~24:00,"대합실 1층  2, 3번출구 앞",외부,37.521638,126.902798, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
156, 공중화장실 ,5,신길(5),서울특별시 영등포구 영등포동1가 35 신길역, 서울특별시 영등포구 영등포동 ,N,3,5,1,,1,,9,1,1, 서울교통공사 ,02-6311-5251,05:00~24:00,대합실(B3) 3번출구 앞,외부,37.517346,126.914221, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
157, 공중화장실 ,5,여의도(5),서울특별시 영등포구 여의도동 3 여의도역, 서울특별시 영등포구 여의도동 ,N,5,8,1,,,,11,1,, 서울교통공사 ,02-6311-5261,05:00~24:00,대합실1층  가게이트 옆,외부,37.52157,126.922123, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
158, 공중화장실 ,5, 여의나루 ,서울특별시 영등포구 여의도동 84-4 여의나루역, 서울특별시 영등포구 여의도동 ,N,5,8,1,,1,,15,1,1, 서울교통공사 ,02-6311-5271,05:00~24:00,지하1층 대합실 비운임지역 ES옆,외부,37.527141,126.930621, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
159, 공중화장실 ,5, 마포 ,서울특별시 마포구 도화동 160 마포역,서울특별시 마포구 도화동 1,N,3,5,1,,,,8,1,, 서울교통공사 ,02-6311-5281,05:00~24:00,대합실 1층 토니모리 좌측,외부,37.539705,126.943851, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
160, 공중화장실 ,5,공덕(5),"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",서울특별시 마포구 공덕동 4,N,3,5,1,,,,8,1,1, 서울교통공사 ,02-6311-5291,05:00~24:00,대합실 1층 3번출구 앞,외부,37.54454169,126.9514512, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
161, 공중화장실 ,5, 애오개 ,서울특별시 마포구 아현동 612 애오개역,서울특별시 마포구 아현동 6,N,4,5,1,,,,9,1,, 서울교통공사 ,02-6311-5301,05:00~24:00,대합실 1층 게이트 통과 후좌측,외부,37.55359,126.95455, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
162, 공중화장실 ,5,충정로(5),서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),서울특별시 서대문구 충정로3,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6311-5311,05:00~24:00,대합실 B1층 8번출구 방향  i센터 맞은 편,외부,37.560055,126.961483, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
163, 공중화장실 ,5, 서대문 ,서울특별시 종로구 평동 210 서대문역,서울특별시 종로구 평동 21,N,5,7,1,,1,,12,1,1, 서울교통공사 ,02-6311-5321,05:00~24:00,"지하1층 대합실 1, 2번 출구내려와서 왼쪽편",외부,37.56577,126.964461, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
164, 공중화장실 ,5, 광화문 ,서울특별시 종로구 세종로 1-90 광화문역,서울특별시 종로구 세종로 1,N,3,5,1,,,,8,1,, 서울교통공사 ,02-6311-5331,05:00~24:00,세종측 대합실 지하1층,외부,37.568666,126.969794, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
165, 공중화장실 ,5,종로3가(5),서울특별시 종로구 낙원동 126 종로3가역(5호선),서울특별시 종로구 낙원동 1,N,5,6,1,,,,13,1,, 서울교통공사 ,02-6311-5341,05:00~24:00,(대합실 지하1층 역무실 맞은편),내부,37.5715,126.989059, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
166, 공중화장실 ,5,을지로4가(5),서울특별시 중구 을지로4가 192 을지로4가역(5호선),서울특별시 중구 을지로4가,N,4,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-5351,05:00~24:00,"대합실 B1층, B2층 내려가는 계단 앞",외부,37.567015,126.995642, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
167, 공중화장실 ,5,동대문역사문화공원(5),서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),서울특별시 중구 광희동1가,N,3,4,1,,1,,9,1,1, 서울교통공사 ,02-6311-5361,05:00~24:00,지하1층,외부,37.565102,127.005576, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
168, 공중화장실 ,5, 신금호 ,서울특별시 성동구 금호동2가 223-1 신금호역,서울특별시 성동구 금호동2가,N,2,5,1,,1,,7,1,1, 서울교통공사 ,02-6311-5381,05:00~24:00,B2 게이트 앞,외부,37.554468,127.018605, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
169, 공중화장실 ,5, 행당 ,서울특별시 성동구 행당동 317-241 행당역,서울특별시 성동구 행당동 3,N,4,5,1,,,,9,1,1, 서울교통공사 ,02-6311-5391,05:00~24:00,지하3층 E/S 옆(고객상담실 및만남의장소 앞),외부,37.55736378,127.0295118, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
170, 공중화장실 ,5,왕십리(5),서울특별시 성동구 행당동 192 왕십리역(5호선),서울특별시 성동구 행당동 1,N,5,5,1,,1,,14,1,1, 서울교통공사 ,02-6311-5401,05:00~24:00,b2 대합실 상가2002호점 옆,내부,37.56203954,127.0373313, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
171, 공중화장실 ,5, 마장 ,서울특별시 성동구 마장동 772 마장역,서울특별시 성동구 마장동 7,N,4,3,1,,1,,7,1,1, 서울교통공사 ,02-6311-5411,05:00~24:00,지하2층 대합실,외부,37.566127,127.040776, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
172, 공중화장실 ,5, 답십리 ,서울특별시 성동구 용답동 99 답십리역,서울특별시 성동구 용답동 9,N,4,6,1,,1,,10,1,1, 서울교통공사 ,02-6311-5421,05:00~24:00,"B1층 5,6번 출입구 방향",외부,37.567072,127.050193, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008,2023-08-14
173, 공중화장실 ,5, 장한평 ,서울특별시 동대문구 장안동 472-3 장한평역, 서울특별시 동대문구 장안동  ,N,4,5,1,,,,9,1,, 서울교통공사 ,02-6311-5431,05:00~24:00,지하 1층 1번출구 나가기전좌측방향,외부,37.561472,127.062468, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2006,2023-08-14
174, 공중화장실 ,5,군자(5),"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",서울특별시 광진구 능동 27,N,7,6,1,,1,,19,1,1, 서울교통공사 ,02-6311-5441,05:00~24:00,지하1층 대합실 5 게이트(가) 앞,외부,37.557336,127.0774, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
175, 공중화장실 ,5, 아차산 ,서울특별시 광진구 능동 256-16 아차산역,서울특별시 광진구 능동 25,N,4,4,1,,1,,9,1,1, 서울교통공사 ,02-6311-5451,05:00~24:00,지하1층 대합실,외부,37.551959,127.087363, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
176, 공중화장실 ,5, 광나루 ,서울특별시 광진구 광장동 237 광나루역,서울특별시 광진구 광장동 2,N,6,6,1,,1,,14,1,1, 서울교통공사 ,02-6311-5461,05:00~24:00,지하1층,외부,37.545332,127.101417, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
177, 공중화장실 ,5,천호(5),"서울특별시 강동구 천호동 455 천호역(5, 8호선)",서울특별시 강동구 천호동 4,N,5,11,1,,2,,16,1,2, 서울교통공사 ,02-6311-5471,05:00~24:00,"지하1층 대합실(5,6번출구 방향)",외부,37.538462,127.122905, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
178, 공중화장실 ,5, 강동 ,서울특별시 강동구 천호동 447 강동역,서울특별시 강동구 천호동 4,N,5,8,1,,1,,13,1,1, 서울교통공사 ,02-6311-5481,05:00~24:00,대합실 지하1층 2번출구 앞,외부,37.53594,127.1299, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
179, 공중화장실 ,5, 길동 ,서울특별시 강동구 길동 378 길동역,서울특별시 강동구 길동 37,N,3,4,1,,1,,7,1,1, 서울교통공사 ,02-6311-5491,05:00~24:00,대합실 지하1층 3번 출구 옆,외부,37.537769,127.137803, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
180, 공중화장실 ,5, 굽은다리 ,서울특별시 강동구 명일동 345-12 굽은다리역,서울특별시 강동구 명일동 3,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-5501,05:00~24:00,대합실 지하1층 3번출구 앞,외부,37.545539,127.140717, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008,2023-08-14
181, 공중화장실 ,5, 명일 ,서울특별시 강동구 명일동 312 명일역,서울특별시 강동구 명일동 3,N,3,5,1,,,,8,1,1, 서울교통공사 ,02-6311-5511,05:00~24:00,대합실 지하1층 3번출구 앞,외부,37.55131,127.141825, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008,2023-08-14
182, 공중화장실 ,5, 고덕 ,서울특별시 강동구 고덕동 310 고덕역,서울특별시 강동구 고덕동 3,N,3,3,1,,,,6,1,, 서울교통공사 ,02-6311-5521,05:00~24:00,대합실 지하1층 1번 출구 방향,외부,37.555051,127.151921, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
183, 공중화장실 ,5, 상일동 ,서울특별시 강동구 상일동 148 상일동역,서울특별시 강동구 상일동 1,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-5531,05:00~24:00,대합실 지하1층 4번출구 앞,외부,37.557055,127.166995, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
184, 공중화장실 ,5, 강일 ,서울특별시 강동구 고덕로 지하 456 강일역,서울특별시 강동구 상일동 73,N,2,3,1,1,1,1,8,1,1, 서울교통공사 ,02-6311-5611,05:00~24:00,B2층 3번출구 앞,외부,37.55758,127.17588, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
185, 공중화장실 ,5, 강일 ,서울특별시 강동구 고덕로 지하 456 강일역,서울특별시 강동구 상일동 73,N,2,3,1,1,1,1,8,1,1, 서울교통공사 ,02-6311-5611,05:00~24:00,B2층 4번출구 앞,외부,37.55758,127.17588, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
186, 공중화장실 ,5, 미사 ,경기도 하남시 미사강변동로 지하90 미사역,경기도 하남시 망월동 1122,N,2,3,1,,1,,8,1,1, 서울교통공사 ,02-6311-5621,05:00~24:00,대합실 지하1층 5번 출구옆,외부,37.563355,127.192636, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2020,2023-08-14
187, 공중화장실 ,5, 미사 ,경기도 하남시 미사강변동로 지하90 미사역,경기도 하남시 망월동 1122,N,2,2,1,,,,7,1,, 서울교통공사 ,02-6311-5621,05:00~24:00,대합실 지하1층 승강장 상선 내부계단옆,내부,37.563355,127.192636, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,N,N,N,2020,
188, 공중화장실 ,5, 하남풍산 ,경기도 하남시 덕풍서로 50 하남풍산역,경기도 하남시 덕풍동 727-3,N,5,6,1,,1,,15,1,1, 서울교통공사 ,02-6311-5631,05:00~24:00,"대합실 지하1층 1,2출구 앞",외부,37.552026,127.203768, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2020,2023-08-14
189, 공중화장실 ,5, 하남시청 ,경기도 하남시 하남대로 지하 820 하남시청역,경기도 하남시 덕풍동 405-1,N,5,6,1,,1,,16,1,1, 서울교통공사 ,02-6311-5641,05:00~24:00,대합실 지하1층 1~3출구 앞,외부,37.54172,127.20676, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2021,2023-08-14
190, 공중화장실 ,5, 하남검단산 ,경기도 하남시 대청로 지하 100 하남검단산역,경기도 하남시 창우동 526,N,4,7,1,,1,1,15,1,1, 서울교통공사 ,02-6311-5651,05:00~24:00,"대합실 지하1층 1,2출구 앞",외부,37.53996,127.22263, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2021,2023-08-14
191, 공중화장실 ,5, 둔촌동 ,서울특별시 강동구 둔촌동 416 둔촌동역,서울특별시 강동구 둔촌동 4,N,3,5,1,,,,8,1,1, 서울교통공사 ,02-6311-5541,05:00~24:00,"대합실 지하1층, 3,4번 출구 방향",외부,37.527657,127.134042, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008,2023-08-14
192, 공중화장실 ,5, 올림픽공원 ,서울특별시 송파구 방이동 89-28 올림픽공원역,서울특별시 송파구 방이동 8,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-5551,05:00~24:00,대합실 지하1층 2번출구 앞,외부,37.516628,127.128901, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
193, 공중화장실 ,5, 방이 ,서울특별시 송파구 방이동 217-2 방이역,서울특별시 송파구 방이동 2,N,3,4,1,,1,,7,1,1, 서울교통공사 ,02-6311-5561,05:00~24:00,"대합실 지하1층 3,4번 출구방향",외부,37.508559,127.123771, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
194, 공중화장실 ,5,오금(5),서울특별시 송파구 오금동 44-2 오금역,서울특별시 송파구 오금동 4,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6110-3522,05:00~24:00,대합실 지하1층 방이역 방향,내부,37.502234,127.126165, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
195, 공중화장실 ,5, 개롱 ,서울특별시 송파구 오금동 165-2 개롱역,서울특별시 송파구 오금동 1,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-5581,05:00~24:00,"1,4번호 출구 사이",외부,37.498162,127.132471, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
196, 공중화장실 ,5, 거여 ,서울특별시 송파구 거여동 20-14 거여역,서울특별시 송파구 거여동 2,N,3,3,1,,,,6,1,, 서울교통공사 ,02-6311-5591,05:00~24:00,대합실 1층 8번출구 앞,외부,37.494249,127.13979, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
197, 공중화장실 ,5, 마천 ,서울특별시 송파구 마천동 307-4 마천역,서울특별시 송파구 마천동 3,N,5,7,1,,1,,15,1,1, 서울교통공사 ,02-6311-5601,05:00~24:00,대합실 지하1층 1번출구 방향에서우측 코너,외부,37.49502,127.150601, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
198, 공중화장실 ,6, 응암 ,서울특별시 은평구 역촌동 85-41 응암역,서울특별시 은평구 역촌동 8,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-6101,05:00~24:00,대합실 B1층 GS25 편의점 옆,외부,37.598472,126.913403, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2016,2023-08-14
199, 공중화장실 ,6, 역촌 ,서울특별시 은평구 녹번동 144-69 역촌역,서울특별시 은평구 녹번동 1,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-6111,05:00~24:00,대합실 1층 3번출구 옆,외부,37.60515,126.919893, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
200, 공중화장실 ,6,불광(6),서울특별시 은평구 대조동 14-1 불광역(6호선),서울특별시 은평구 대조동 1,N,2,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-6121,05:00~24:00,"지하1층 가 대합실( 6,7번출구 아래)",외부,37.610098,126.928007, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
201, 공중화장실 ,6, 독바위 ,서울특별시 은평구 불광동 13-33 독바위역,서울특별시 은평구 불광동 1,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6311-6131,05:00~24:00,대합실 B1층 E/S 7호기 옆,외부,37.618387,126.930848, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
202, 공중화장실 ,6,연신내(6),서울특별시 은평구 갈현동 397 연신내역,서울특별시 은평구 갈현동 3,N,3,3,1,,1,,6,1,2, 서울교통공사 ,02-6110-3211,05:00~24:00,"대합실 B1층 6,7번출구방향",외부,37.618812,126.918653, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2017,2023-08-14
203, 공중화장실 ,6, 구산 ,서울특별시 은평구 구산동 1 구산역,서울특별시 은평구 구산동 1,N,2,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-6151,05:00~24:00,대합실 B1층 4번출구 맞은편,외부,37.611025,126.915399, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
204, 공중화장실 ,6, 새절 ,서울특별시 은평구 신사동 337-5 새절역,서울특별시 은평구 신사동 3,N,2,4,1,,1,,6,1,1, 서울교통공사 ,02-6311-6161,05:00~24:00,대합실 1층 2번 출구 옆,외부,37.591014,126.911393, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2020,2023-08-14
